117, 134
117, 150
118, 165
122, 179
127, 192
136, 204
148, 213
161, 221
175, 224
189, 222
203, 214
215, 206
224, 195
230, 181
233, 167
235, 152
236, 137
127, 121
136, 115
146, 114
157, 116
166, 120
185, 121
196, 117
206, 116
217, 118
226, 124
175, 131
175, 141
175, 151
174, 161
163, 168
169, 170
175, 172
181, 170
187, 168
139, 132
145, 127
153, 128
159, 135
152, 135
144, 135
192, 135
199, 129
206, 128
213, 133
207, 136
199, 136
149, 185
160, 184
169, 182
175, 184
181, 183
190, 184
201, 186
191, 193
181, 197
175, 197
169, 196
160, 193
153, 186
169, 188
175, 189
181, 188
197, 187
181, 189
175, 189
169, 188
