102, 170
105, 188
109, 204
114, 221
121, 236
132, 251
147, 262
164, 271
182, 273
199, 269
213, 258
226, 244
234, 228
238, 211
242, 195
243, 178
243, 161
116, 156
124, 149
135, 147
147, 149
157, 153
186, 152
196, 146
207, 142
219, 143
228, 148
174, 166
175, 178
175, 189
176, 200
164, 210
171, 212
177, 213
183, 211
189, 209
132, 169
138, 163
148, 163
156, 170
148, 172
138, 172
191, 168
198, 160
208, 159
215, 164
209, 168
199, 169
153, 232
164, 229
173, 227
178, 228
184, 226
192, 227
203, 229
193, 237
185, 241
179, 242
173, 242
164, 239
157, 232
173, 232
178, 232
184, 232
198, 230
184, 233
178, 234
173, 233
