304, 507
310, 559
319, 608
330, 658
348, 704
378, 745
418, 778
463, 804
512, 812
561, 805
603, 781
637, 748
661, 705
677, 657
689, 607
699, 556
702, 502
348, 460
371, 436
406, 425
442, 432
475, 449
540, 448
572, 431
608, 425
644, 435
668, 460
509, 484
510, 523
511, 562
512, 601
467, 621
489, 627
511, 633
533, 627
553, 621
386, 489
406, 474
430, 476
451, 495
428, 495
405, 495
560, 495
582, 475
606, 475
627, 490
607, 495
583, 496
421, 672
457, 670
489, 668
511, 673
533, 668
562, 671
594, 675
563, 696
534, 706
511, 709
487, 706
456, 694
433, 675
488, 687
510, 690
533, 687
581, 677
533, 684
511, 686
489, 683
