116, 160
118, 176
120, 192
123, 207
129, 220
139, 231
153, 239
169, 244
186, 244
203, 242
218, 236
230, 227
238, 215
241, 200
242, 184
242, 169
241, 152
128, 142
133, 132
144, 125
155, 124
167, 126
187, 126
198, 122
210, 122
221, 128
227, 138
178, 141
179, 151
179, 160
180, 170
168, 180
174, 182
181, 183
188, 181
194, 179
142, 148
148, 143
155, 142
162, 147
155, 148
148, 149
194, 145
201, 140
208, 139
214, 144
209, 146
201, 146
158, 205
168, 199
176, 196
183, 196
189, 196
198, 198
209, 203
199, 206
190, 206
183, 207
177, 207
168, 207
161, 204
176, 201
183, 201
189, 201
205, 202
190, 202
183, 202
176, 202
