110, 145
110, 162
111, 180
113, 198
119, 215
129, 229
142, 242
159, 252
179, 255
199, 252
215, 241
229, 228
239, 213
245, 196
247, 177
247, 159
246, 141
126, 131
133, 123
144, 120
156, 122
168, 126
184, 126
196, 121
208, 119
220, 121
229, 130
176, 136
176, 146
176, 155
176, 166
164, 176
170, 178
177, 179
184, 178
190, 175
138, 139
144, 135
153, 135
160, 140
152, 141
144, 142
194, 139
201, 134
209, 134
216, 138
210, 141
202, 141
153, 204
163, 199
172, 197
178, 198
185, 196
193, 198
204, 202
194, 208
185, 210
178, 211
172, 210
163, 209
157, 204
172, 203
178, 203
185, 202
200, 202
185, 202
178, 203
172, 202
