107, 155
109, 174
110, 193
112, 212
119, 229
130, 242
146, 252
164, 261
184, 264
205, 260
221, 250
236, 239
247, 224
253, 205
254, 186
254, 167
254, 147
125, 142
132, 134
144, 131
156, 132
167, 135
188, 135
199, 131
211, 129
223, 132
231, 140
178, 150
179, 162
179, 175
179, 187
164, 194
172, 197
180, 199
188, 197
196, 193
140, 152
147, 148
154, 148
161, 153
154, 155
146, 155
197, 153
203, 147
211, 147
218, 151
211, 154
204, 154
155, 218
164, 212
174, 210
181, 211
188, 210
198, 211
210, 216
199, 220
189, 222
182, 222
174, 222
165, 221
159, 218
174, 214
181, 215
189, 214
206, 216
189, 217
181, 217
174, 217
