97, 168
98, 187
99, 205
102, 224
108, 242
118, 258
132, 272
149, 282
170, 284
192, 280
210, 268
225, 254
236, 237
241, 218
243, 199
244, 179
244, 160
109, 156
115, 145
127, 140
139, 141
152, 144
177, 146
190, 141
203, 139
216, 142
225, 151
165, 158
165, 172
165, 186
166, 200
151, 208
159, 210
167, 213
175, 210
183, 206
125, 162
131, 157
139, 157
147, 162
139, 164
131, 164
187, 160
194, 155
202, 154
210, 159
203, 161
195, 161
137, 233
148, 230
159, 228
168, 230
177, 228
188, 228
200, 230
188, 238
178, 242
168, 243
158, 243
148, 240
142, 233
159, 235
168, 235
177, 234
195, 231
177, 235
168, 236
158, 235
