84, 128
86, 148
87, 168
91, 187
99, 204
110, 218
125, 229
141, 239
158, 242
176, 238
191, 227
203, 213
213, 199
220, 182
222, 165
221, 147
220, 130
97, 114
104, 104
116, 99
128, 101
139, 106
164, 107
175, 101
187, 100
200, 103
207, 113
153, 119
155, 130
156, 142
157, 154
140, 162
147, 165
156, 167
163, 164
169, 161
112, 122
119, 118
127, 117
134, 122
127, 123
119, 123
172, 122
179, 118
187, 118
194, 122
187, 123
180, 123
122, 185
135, 182
147, 179
155, 180
163, 179
173, 180
185, 183
175, 196
165, 201
156, 202
147, 201
135, 197
127, 186
147, 183
155, 184
163, 183
181, 184
164, 193
156, 194
147, 194
