418, 591
421, 665
427, 738
435, 811
455, 879
491, 936
543, 982
601, 1016
669, 1025
743, 1018
808, 988
868, 943
915, 884
944, 814
956, 737
959, 655
960, 575
462, 577
487, 543
531, 528
578, 532
623, 549
690, 546
736, 528
787, 522
836, 533
871, 562
658, 594
659, 645
660, 697
660, 751
609, 771
634, 782
663, 790
693, 781
720, 770
509, 607
536, 593
567, 591
597, 607
567, 613
536, 614
730, 606
763, 589
795, 588
825, 600
796, 611
763, 610
576, 850
606, 838
635, 833
664, 841
691, 834
724, 839
762, 852
724, 872
691, 876
662, 876
633, 873
606, 868
590, 850
635, 851
664, 855
692, 852
747, 852
690, 850
662, 852
634, 847
