108, 165
109, 184
111, 204
114, 223
120, 242
130, 257
144, 270
160, 280
180, 281
198, 279
212, 269
225, 257
235, 241
242, 223
245, 202
245, 181
244, 161
123, 151
129, 140
140, 138
151, 140
162, 144
187, 143
198, 138
210, 136
221, 138
228, 147
176, 154
176, 166
177, 179
178, 192
165, 200
171, 202
178, 203
185, 202
191, 200
138, 160
144, 154
152, 154
159, 159
152, 161
144, 162
193, 158
199, 152
208, 152
214, 157
208, 159
201, 159
152, 226
160, 217
170, 215
179, 217
188, 215
198, 218
205, 226
198, 233
189, 237
179, 238
170, 237
160, 234
155, 225
170, 220
178, 222
188, 221
202, 225
188, 229
179, 230
170, 229
