75, 247
76, 273
79, 299
84, 324
94, 346
111, 364
132, 378
156, 388
184, 391
210, 387
232, 376
252, 362
267, 343
276, 321
280, 296
282, 271
283, 246
105, 220
116, 208
132, 203
149, 206
165, 213
197, 212
213, 204
230, 200
246, 204
257, 216
182, 225
182, 242
182, 259
182, 276
162, 289
172, 292
182, 295
192, 292
202, 289
125, 230
135, 223
147, 222
156, 229
147, 232
135, 233
207, 228
216, 220
228, 221
238, 228
229, 231
217, 231
145, 325
158, 319
172, 316
182, 318
193, 316
206, 318
220, 325
207, 329
194, 331
183, 331
173, 331
159, 329
150, 325
172, 323
182, 324
193, 323
215, 324
193, 322
183, 323
173, 322
