109, 158
110, 175
111, 192
115, 208
122, 224
132, 239
143, 251
157, 261
173, 263
189, 261
204, 252
217, 240
227, 225
234, 209
237, 191
239, 173
239, 155
122, 149
129, 142
140, 139
152, 141
163, 144
183, 143
194, 140
206, 138
217, 140
225, 147
173, 156
173, 167
173, 178
173, 190
160, 197
166, 199
173, 199
180, 198
186, 196
134, 158
141, 152
150, 152
157, 159
150, 161
141, 161
189, 158
196, 151
205, 151
212, 156
206, 159
197, 159
150, 216
159, 215
167, 213
173, 215
179, 213
187, 214
197, 216
188, 223
180, 225
173, 226
168, 225
159, 223
155, 217
167, 218
173, 219
179, 218
193, 217
180, 217
173, 218
168, 217
