105, 157
107, 174
109, 192
112, 210
118, 226
127, 241
139, 254
155, 263
176, 264
196, 259
213, 249
226, 235
235, 220
240, 203
243, 185
244, 166
245, 147
117, 141
123, 131
133, 126
145, 125
156, 126
180, 124
192, 121
204, 120
215, 124
224, 132
169, 140
169, 152
169, 163
170, 174
157, 184
164, 186
171, 187
179, 185
187, 181
132, 148
139, 142
146, 142
153, 146
146, 147
139, 148
188, 143
195, 137
202, 137
209, 141
203, 143
195, 143
144, 208
154, 202
164, 200
172, 201
180, 199
191, 200
204, 202
192, 212
181, 216
173, 217
165, 217
154, 215
148, 208
164, 207
173, 208
181, 206
199, 204
181, 208
173, 210
164, 209
