100, 147
102, 162
104, 177
107, 192
112, 206
120, 218
130, 228
145, 235
162, 237
179, 235
194, 228
205, 218
214, 206
218, 192
220, 176
221, 160
222, 144
113, 131
118, 122
128, 119
138, 120
148, 123
172, 123
181, 119
191, 118
201, 120
206, 129
160, 135
161, 144
161, 153
161, 163
151, 171
156, 172
162, 173
167, 172
173, 170
127, 139
133, 135
140, 135
146, 138
139, 140
133, 140
175, 138
181, 135
188, 135
194, 139
188, 140
181, 139
141, 193
149, 188
155, 186
162, 186
167, 185
174, 188
183, 194
174, 196
167, 196
162, 196
155, 196
148, 195
144, 193
155, 190
162, 191
167, 190
180, 193
167, 191
162, 191
155, 191
