102, 156
104, 174
108, 191
112, 208
120, 223
133, 234
149, 241
167, 245
185, 247
205, 245
223, 240
240, 232
251, 219
257, 202
260, 185
261, 168
260, 150
115, 114
126, 105
140, 102
155, 104
168, 108
195, 107
208, 102
221, 101
234, 103
245, 110
183, 126
184, 138
185, 150
186, 162
170, 174
178, 176
186, 178
194, 176
201, 173
131, 133
140, 126
151, 125
160, 132
151, 134
140, 135
204, 132
214, 124
224, 124
232, 131
224, 133
214, 133
152, 201
166, 195
178, 192
185, 193
191, 191
202, 195
215, 200
202, 206
192, 208
185, 209
178, 209
166, 207
157, 202
178, 201
185, 201
191, 201
209, 200
191, 199
185, 199
178, 199
