102, 184
103, 201
105, 217
110, 233
117, 247
128, 258
144, 266
161, 271
178, 273
194, 270
209, 263
223, 254
232, 242
237, 227
239, 212
240, 197
239, 181
118, 162
127, 154
140, 152
153, 154
166, 159
186, 158
197, 152
209, 148
221, 149
230, 157
176, 170
177, 180
177, 189
178, 200
162, 211
170, 212
177, 213
184, 211
191, 210
133, 174
141, 168
149, 168
157, 174
149, 175
141, 175
194, 174
201, 167
210, 167
217, 172
210, 174
202, 175
147, 232
160, 230
171, 228
178, 229
184, 227
193, 229
205, 231
193, 237
184, 239
178, 240
171, 240
160, 238
151, 233
171, 233
178, 233
184, 233
200, 232
184, 232
177, 233
171, 232
