105, 152
105, 169
107, 187
111, 204
119, 219
129, 233
142, 245
158, 253
176, 255
193, 252
209, 245
222, 233
231, 219
236, 203
238, 186
238, 169
237, 152
119, 129
128, 122
141, 120
154, 123
165, 129
187, 129
197, 123
208, 120
220, 121
229, 128
176, 142
177, 155
177, 168
178, 181
163, 188
170, 191
177, 192
184, 190
191, 188
132, 144
140, 139
149, 140
158, 147
148, 148
139, 147
192, 147
201, 140
210, 139
218, 144
211, 147
202, 148
145, 207
158, 206
169, 204
176, 206
184, 204
194, 205
206, 206
195, 214
185, 218
177, 219
169, 219
158, 215
150, 208
168, 211
176, 211
185, 210
201, 207
185, 209
177, 210
169, 210
