103, 164
104, 181
107, 196
110, 212
115, 225
124, 237
138, 246
152, 253
168, 256
185, 254
199, 248
213, 240
224, 229
229, 215
233, 199
237, 183
240, 166
117, 146
125, 138
137, 136
149, 137
159, 142
184, 143
195, 138
207, 137
219, 140
227, 148
171, 156
171, 165
170, 175
170, 185
158, 195
164, 197
170, 198
176, 197
182, 196
131, 160
139, 154
148, 154
156, 161
147, 163
138, 163
188, 161
196, 154
205, 154
212, 160
205, 163
196, 163
145, 216
155, 213
164, 211
169, 213
176, 212
185, 214
195, 218
184, 223
175, 224
169, 224
163, 223
154, 221
149, 217
163, 217
169, 218
176, 218
191, 219
175, 216
169, 216
163, 216
