663, 540
662, 611
667, 683
681, 755
711, 823
751, 882
804, 931
863, 974
924, 986
988, 976
1059, 939
1125, 896
1175, 839
1208, 772
1225, 699
1234, 625
1236, 549
710, 455
741, 419
789, 410
836, 422
881, 444
980, 442
1024, 422
1073, 414
1121, 429
1155, 464
927, 497
925, 548
923, 599
920, 651
872, 673
895, 685
922, 694
953, 686
981, 677
764, 501
793, 483
828, 486
857, 513
824, 516
790, 512
1010, 515
1040, 490
1074, 487
1104, 505
1076, 516
1042, 517
820, 761
853, 741
891, 736
922, 745
956, 739
1000, 747
1045, 765
1002, 808
956, 825
920, 827
885, 823
849, 801
835, 763
891, 758
922, 763
956, 761
1030, 767
956, 793
921, 795
888, 790
