517, 617
522, 687
533, 757
551, 823
578, 883
620, 934
677, 973
741, 1003
804, 1013
861, 1001
912, 965
954, 919
984, 866
1001, 804
1013, 740
1025, 673
1029, 606
567, 526
606, 499
658, 494
707, 507
754, 529
843, 535
885, 515
928, 503
972, 511
1003, 539
805, 587
808, 631
813, 676
818, 721
763, 757
788, 764
812, 771
834, 765
855, 757
629, 589
659, 570
698, 573
731, 602
695, 608
656, 607
854, 607
884, 578
921, 578
951, 597
924, 613
888, 613
700, 853
743, 832
785, 819
811, 825
838, 818
872, 831
904, 850
875, 882
841, 896
813, 899
784, 897
742, 884
720, 855
784, 853
811, 854
838, 852
884, 853
839, 853
812, 855
785, 854
