89, 166
89, 182
90, 199
94, 215
101, 231
110, 243
120, 257
128, 268
143, 271
160, 270
180, 263
199, 252
218, 240
231, 223
236, 202
237, 180
237, 158
89, 149
93, 142
102, 140
112, 141
123, 144
141, 143
156, 137
171, 134
187, 137
200, 146
130, 156
129, 169
127, 182
125, 195
118, 202
124, 205
132, 207
141, 204
150, 201
99, 161
105, 156
114, 156
121, 160
113, 164
105, 164
158, 158
165, 152
174, 151
182, 155
175, 159
166, 160
116, 222
123, 221
130, 220
137, 221
144, 219
158, 219
174, 219
160, 228
147, 233
139, 234
132, 234
125, 230
120, 223
130, 224
137, 225
145, 224
169, 221
146, 226
138, 227
131, 226
