104, 157
105, 175
107, 193
111, 211
117, 227
128, 240
142, 250
158, 257
177, 259
195, 256
211, 247
224, 236
233, 222
239, 206
241, 188
242, 170
243, 152
120, 142
127, 133
139, 128
151, 127
162, 132
186, 133
197, 128
208, 125
220, 128
227, 137
175, 143
176, 154
176, 166
177, 179
161, 187
169, 189
176, 191
183, 189
190, 187
134, 148
141, 142
149, 141
156, 147
149, 149
141, 150
193, 146
200, 139
208, 139
215, 145
209, 148
201, 148
147, 213
157, 208
167, 206
175, 208
184, 206
193, 208
204, 211
194, 218
185, 220
176, 221
167, 220
158, 218
151, 213
167, 212
175, 213
184, 212
200, 212
184, 212
176, 213
168, 212
