86, 189
88, 208
91, 227
94, 246
101, 264
111, 280
124, 294
139, 306
159, 310
180, 307
201, 297
221, 285
237, 270
248, 252
253, 230
255, 208
256, 185
94, 166
100, 154
113, 148
126, 148
140, 153
170, 152
185, 147
202, 146
217, 151
229, 162
155, 171
154, 183
153, 195
153, 207
142, 222
149, 224
155, 225
163, 223
171, 222
112, 179
120, 174
130, 173
139, 178
130, 181
120, 182
181, 177
190, 172
200, 172
209, 177
201, 180
190, 180
128, 253
138, 249
149, 245
157, 248
165, 246
179, 249
193, 253
179, 263
166, 268
157, 269
148, 268
138, 264
133, 255
149, 255
157, 256
166, 256
187, 254
165, 255
156, 256
148, 255
