93, 177
96, 197
100, 217
106, 236
116, 252
129, 266
144, 277
160, 284
178, 284
197, 281
214, 271
232, 260
247, 245
256, 226
259, 205
258, 183
258, 160
101, 154
107, 141
120, 134
134, 132
148, 135
174, 132
189, 126
205, 126
220, 131
229, 141
163, 154
164, 168
165, 182
166, 197
153, 210
161, 211
169, 212
177, 209
186, 206
116, 164
124, 156
135, 155
145, 161
136, 164
125, 166
187, 157
196, 149
206, 149
216, 154
207, 157
197, 158
141, 238
152, 233
163, 230
172, 231
181, 228
195, 228
209, 228
197, 236
185, 241
175, 243
166, 244
154, 243
146, 237
164, 236
173, 236
182, 234
204, 229
183, 232
174, 234
165, 235
