102, 162
104, 182
106, 201
109, 219
115, 236
127, 249
144, 258
162, 265
182, 266
202, 264
219, 257
234, 247
243, 233
248, 217
249, 199
250, 181
252, 162
120, 148
129, 138
142, 133
156, 134
169, 138
192, 140
205, 135
218, 134
231, 138
239, 149
181, 152
182, 164
182, 176
183, 188
167, 197
174, 199
183, 200
191, 198
198, 196
136, 158
144, 154
153, 153
161, 157
153, 159
144, 159
199, 158
207, 153
216, 154
224, 159
216, 160
208, 159
153, 221
164, 217
175, 216
183, 218
191, 216
201, 217
213, 218
202, 225
192, 228
184, 228
175, 228
165, 226
157, 221
175, 221
183, 221
191, 220
209, 219
192, 219
184, 220
175, 220
